,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
18,James Ward-Prowse,eng ENG,MF,30-142,6.0,4,416.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,4.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16
19,Oliver Scarles,eng ENG,DF,19-101,10.0,3,406.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,6.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03
20,Niclas Füllkrug,de GER,FW,32-042,9.0,3,370.0,4.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,1.0,2.4,3.0,4.0,8.0,0.49,0.24,0.73,0.49,0.73,0.35,0.24,0.59,0.35,0.59
21,Danny Ings,eng ENG,"FW,MF",32-243,15.0,1,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,1.3,3.5,6.0,5.0,29.0,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12
22,Andy Irving,sct SCO,MF,24-314,10.0,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.4,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19
23,Evan Ferguson,ie IRL,FW,20-155,5.0,0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.6,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.24,0.29,0.52,0.24,0.52
24,Luis Guilherme,br BRA,"MF,FW",19-042,7.0,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13
25,Lewis Orford,eng ENG,MF,19-033,2.0,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
26,Kaelan Casey,eng ENG,DF,20-146,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Wes Foderingham,eng ENG,GK,34-068,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Ezra Mayers,bb BRB,DF,18-066,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Squad Total,,,28.9,29.0,319,2610.0,29.0,31.0,18.0,49.0,28.0,3.0,3.0,63.0,3.0,36.6,34.3,25.6,59.9,482.0,925.0,920.0,1.07,0.62,1.69,0.97,1.59,1.26,0.88,2.14,1.18,2.06
30,Opponent Total,,,27.0,29.0,319,2610.0,29.0,46.0,36.0,82.0,43.0,3.0,3.0,42.0,1.0,47.2,44.9,38.1,82.9,656.0,1300.0,1292.0,1.59,1.24,2.83,1.48,2.72,1.63,1.31,2.94,1.55,2.86
0,Rayan Aït-Nouri,dz ALG,DF,23-290,28.0,28,2381.0,26.5,3.0,5.0,8.0,3.0,0.0,0.0,6.0,1.0,1.9,1.9,2.6,4.5,63.0,91.0,138.0,0.11,0.19,0.3,0.11,0.3,0.07,0.1,0.17,0.07,0.17
1,João Gomes,br BRA,MF,24-039,27.0,27,2249.0,25.0,3.0,1.0,4.0,3.0,0.0,0.0,9.0,1.0,2.3,2.3,1.1,3.4,43.0,130.0,57.0,0.12,0.04,0.16,0.12,0.16,0.09,0.04,0.14,0.09,0.14
2,Nélson Semedo,pt POR,DF,31-127,25.0,24,2145.0,23.8,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,2.6,3.2,52.0,54.0,93.0,0.0,0.17,0.17,0.0,0.17,0.03,0.11,0.13,0.03,0.13
3,Matheus Cunha,br BRA,"MF,FW",25-300,26.0,24,2143.0,23.8,13.0,4.0,17.0,13.0,0.0,0.0,3.0,0.0,6.7,6.7,6.6,13.4,92.0,112.0,137.0,0.55,0.17,0.71,0.55,0.71,0.28,0.28,0.56,0.28,0.56
4,Jørgen Strand Larsen,no NOR,FW,25-045,27.0,24,2066.0,23.0,9.0,2.0,11.0,9.0,0.0,0.0,3.0,0.0,6.6,6.6,1.7,8.2,11.0,22.0,79.0,0.39,0.09,0.48,0.39,0.48,0.29,0.07,0.36,0.29,0.36
5,José Sá,pt POR,GK,32-065,22.0,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
6,André,br BRA,MF,23-250,24.0,22,1747.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.6,0.8,7.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
7,Toti Gomes,pt POR,DF,26-066,22.0,21,1804.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.8,0.9,18.0,55.0,11.0,0.0,0.05,0.05,0.0,0.05,0.0,0.04,0.05,0.0,0.05
8,Matt Doherty,ie IRL,DF,33-066,22.0,18,1610.0,17.9,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,1.4,2.4,27.0,68.0,38.0,0.11,0.06,0.17,0.11,0.17,0.06,0.08,0.13,0.06,0.13
9,Santiago Bueno,uy URU,DF,26-134,22.0,17,1524.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
10,Mario Lemina,ga GAB,"MF,DF",31-203,17.0,15,1364.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,1.1,2.5,8.0,48.0,21.0,0.07,0.2,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17
11,Jean-Ricner Bellegarde,fr FRA,"MF,FW",26-269,27.0,15,1285.0,14.3,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,1.2,1.2,3.2,4.4,36.0,32.0,70.0,0.14,0.42,0.56,0.14,0.56,0.08,0.23,0.31,0.08,0.31
12,Craig Dawson,eng ENG,DF,34-321,15.0,10,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
13,Gonçalo Guedes,pt POR,"MF,FW",28-114,24.0,7,770.0,8.6,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,2.2,2.2,1.1,3.3,31.0,30.0,58.0,0.23,0.47,0.7,0.23,0.7,0.25,0.13,0.38,0.25,0.38
14,Sam Johnstone,eng ENG,GK,31-363,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Emmanuel Agbadou,ci CIV,DF,27-279,7.0,7,600.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Rodrigo Gomes,pt POR,"DF,FW",21-259,17.0,6,569.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.1,17.0,22.0,57.0,0.16,0.0,0.16,0.16,0.16,0.06,0.11,0.17,0.06,0.17
17,Pablo Sarabia,es ESP,"MF,FW",32-316,15.0,6,564.0,6.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.5,2.5,0.7,3.2,11.0,46.0,45.0,0.16,0.16,0.32,0.16,0.32,0.4,0.11,0.51,0.4,0.51
18,Hwang Hee-chan,kr KOR,"MF,FW",29-056,18.0,5,637.0,7.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,14.0,11.0,40.0,0.28,0.0,0.28,0.28,0.28,0.11,0.02,0.13,0.11,0.13
19,Yerson Mosquera,co COL,DF,23-325,5.0,5,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
20,Marshall Munetsi,zw ZIM,"MF,FW",28-274,5.0,4,338.0,3.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.9,1.9,0.8,2.8,1.0,5.0,13.0,0.27,0.27,0.53,0.27,0.53,0.51,0.22,0.73,0.51,0.73
21,Tommy Doyle,eng ENG,MF,23-157,24.0,3,488.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,6.0,40.0,4.0,0.0,0.18,0.18,0.0,0.18,0.1,0.09,0.2,0.1,0.2
22,Carlos Forbs,pt POR,"MF,FW",21-004,9.0,1,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,9.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07
23,Pedro Lima,br BRA,DF,18-265,3.0,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16
24,Daniel Podence,pt POR,"MF,FW",29-153,2.0,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
25,Nasser Djiga,bf BFA,DF,22-128,2.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Chiquinho,pt POR,MF,25-046,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42
27,Alfie Pond,eng ENG,DF,21-022,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Daniel Bentley,eng ENG,GK,31-253,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Tawanda Chirewa,zw ZIM,MF,21-163,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Luke Cundle,eng ENG,MF,22-331,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Tom Edozie,eng ENG,MF,18-309,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Mateus Mane,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Bastien Meupiyou,fr FRA,DF,19-004,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Wesley Okoduwa,eng ENG,FW,16-315,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Boubacar Traoré,ml MLI,MF,23-215,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Squad Total,,,27.6,29.0,319,2610.0,29.0,40.0,34.0,74.0,40.0,0.0,0.0,63.0,2.0,31.6,31.6,26.0,57.6,459.0,926.0,920.0,1.38,1.17,2.55,1.38,2.55,1.09,0.9,1.99,1.09,1.99
37,Opponent Total,,,27.0,29.0,319,2610.0,29.0,55.0,39.0,94.0,49.0,6.0,7.0,69.0,3.0,46.2,40.7,33.1,73.9,608.0,1189.0,1182.0,1.9,1.34,3.24,1.69,3.03,1.59,1.14,2.74,1.4,2.55
0,Leif Davis,eng ENG,DF,25-070,28.0,28,2461.0,27.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,4.3,5.2,47.0,55.0,117.0,0.04,0.07,0.11,0.04,0.11,0.03,0.16,0.19,0.03,0.19
1,Liam Delap,eng ENG,FW,22-043,28.0,27,2173.0,24.1,10.0,2.0,12.0,8.0,2.0,2.0,8.0,0.0,8.2,6.6,1.9,8.5,52.0,26.0,91.0,0.41,0.08,0.5,0.33,0.41,0.34,0.08,0.42,0.28,0.35
2,Dara O'Shea,ie IRL,DF,26-019,26.0,26,2312.0,25.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.8,0.8,0.1,0.9,3.0,62.0,3.0,0.0,0.04,0.04,0.0,0.04,0.03,0.0,0.03,0.03,0.03
3,Omari Hutchinson,eng ENG,"MF,FW",21-144,27.0,26,2223.0,24.7,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.3,2.3,2.5,4.8,71.0,69.0,131.0,0.12,0.08,0.2,0.12,0.2,0.09,0.1,0.19,0.09,0.19
4,Sam Morsy,eg EGY,MF,33-194,24.0,22,1979.0,22.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.3,0.3,0.7,1.0,13.0,90.0,9.0,0.05,0.05,0.09,0.05,0.09,0.01,0.03,0.05,0.01,0.05
5,Jacob Greaves,eng ENG,DF,24-192,19.0,19,1665.0,18.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,0.0,1.3,6.0,48.0,4.0,0.05,0.0,0.05,0.05,0.05,0.07,0.0,0.07,0.07,0.07
6,Jens Cajuste,se SWE,MF,25-225,22.0,19,1434.0,15.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,21.0,38.0,13.0,0.06,0.0,0.06,0.06,0.06,0.02,0.02,0.04,0.02,0.04
7,Arijanet Muric,xk KVX,GK,26-136,18.0,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Kalvin Phillips,eng ENG,MF,29-111,17.0,14,1205.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,0.2,0.6,4.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
9,Axel Tuanzebe,cd COD,DF,27-129,14.0,13,1095.0,12.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.3,0.5,7.0,39.0,7.0,0.0,0.08,0.08,0.0,0.08,0.02,0.02,0.04,0.02,0.04
10,Sammie Szmodics,ie IRL,"FW,MF",29-180,19.0,13,979.0,10.9,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.4,3.4,0.2,3.6,16.0,18.0,46.0,0.37,0.0,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33
11,Wes Burns,wls WAL,"FW,DF",30-120,18.0,12,926.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.6,2.2,38.0,8.0,65.0,0.0,0.1,0.1,0.0,0.1,0.05,0.16,0.21,0.05,0.21
12,Luke Woolfenden,eng ENG,DF,26-153,13.0,10,1007.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cameron Burgess,au AUS,DF,29-153,11.0,10,945.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,2.0,33.0,3.0,0.0,0.1,0.1,0.0,0.1,0.07,0.03,0.1,0.07,0.1
14,Ben Johnson,eng ENG,"DF,FW",25-058,17.0,9,953.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,12.0,20.0,20.0,0.0,0.09,0.09,0.0,0.09,0.06,0.06,0.12,0.06,0.12
15,Jack Clarke,eng ENG,"FW,MF",24-120,24.0,8,871.0,9.7,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,1.8,2.8,25.0,28.0,46.0,0.0,0.41,0.41,0.0,0.41,0.1,0.19,0.29,0.1,0.29
16,Conor Chaplin,eng ENG,"MF,FW",28-035,15.0,7,614.0,6.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.6,1.8,10.0,25.0,20.0,0.15,0.15,0.29,0.15,0.29,0.17,0.09,0.26,0.17,0.26
17,Christian Walton,eng ENG,GK,29-134,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Jaden Philogene Bidace,eng ENG,"FW,DF",23-043,7.0,5,458.0,5.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.9,1.9,0.2,2.1,13.0,10.0,34.0,0.39,0.0,0.39,0.39,0.39,0.37,0.05,0.42,0.37,0.42
19,Alex Palmer,eng ENG,GK,28-225,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Nathan Broadhead,wls WAL,"FW,MF",26-352,13.0,4,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.5,1.6,14.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.21,0.11,0.32,0.21,0.32
21,Harry Clarke,eng ENG,DF,24-021,7.0,4,379.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.1,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
22,Julio Enciso,py PAR,"MF,FW",21-059,5.0,4,269.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.4,0.9,7.0,11.0,17.0,0.0,0.33,0.33,0.0,0.33,0.19,0.12,0.31,0.19,0.31
23,Chiedozie Ogbene,ie IRL,FW,27-326,5.0,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
24,Massimo Luongo,au AUS,MF,32-179,7.0,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Ben Godfrey,eng ENG,DF,27-067,2.0,2,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Jack Taylor,ie IRL,MF,26-273,23.0,1,495.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.5,1.1,9.0,36.0,14.0,0.18,0.0,0.18,0.18,0.18,0.1,0.1,0.2,0.1,0.2
27,George Hirst,sct SCO,FW,26-036,17.0,1,271.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.3,1.3,5.0,9.0,20.0,0.66,0.33,1.0,0.66,1.0,0.36,0.09,0.44,0.36,0.44
28,Conor Townsend,eng ENG,DF,32-019,3.0,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25
29,Ali Al Hamadi,iq IRQ,FW,23-022,11.0,0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.4,4.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28
30,Marcus Harness,eng ENG,MF,29-027,2.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,George Edmundson,eng ENG,DF,27-204,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cieran Slicker,sct SCO,GK,22-189,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Squad Total,,,26.4,29.0,319,2610.0,29.0,27.0,19.0,46.0,25.0,2.0,2.0,75.0,3.0,27.1,25.6,18.0,43.6,401.0,731.0,722.0,0.93,0.66,1.59,0.86,1.52,0.94,0.62,1.56,0.88,1.5
34,Opponent Total,,,27.0,29.0,319,2610.0,29.0,61.0,39.0,100.0,56.0,5.0,5.0,49.0,2.0,57.4,53.5,41.8,95.3,610.0,1231.0,1214.0,2.1,1.34,3.45,1.93,3.28,1.98,1.44,3.42,1.84,3.29
0,James Justin,eng ENG,DF,27-028,27.0,27,2273.0,25.3,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,0.5,2.0,34.0,69.0,84.0,0.08,0.04,0.12,0.08,0.12,0.06,0.02,0.08,0.06,0.08
1,Jamie Vardy,eng ENG,FW,38-071,27.0,27,2226.0,24.7,7.0,3.0,10.0,6.0,1.0,1.0,4.0,0.0,9.2,8.5,2.9,11.4,26.0,19.0,95.0,0.28,0.12,0.4,0.24,0.36,0.37,0.12,0.49,0.34,0.46
2,Victor Bernth Kristiansen,dk DEN,DF,22-097,26.0,26,2276.0,25.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.3,1.7,38.0,65.0,70.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.07,0.01,0.07
3,Wout Faes,be BEL,DF,26-354,26.0,22,2095.0,23.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.1,1.3,11.0,71.0,1.0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.06,0.05,0.06
4,Mads Hermansen,dk DEN,GK,24-255,22.0,22,1935.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Wilfred Ndidi,ng NGA,MF,28-097,20.0,20,1645.0,18.3,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,1.6,1.6,1.6,3.3,13.0,50.0,64.0,0.0,0.22,0.22,0.0,0.22,0.09,0.09,0.18,0.09,0.18
6,Bilal El Khannouss,ma MAR,MF,20-317,24.0,19,1526.0,17.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.7,0.7,2.3,2.9,49.0,94.0,64.0,0.12,0.06,0.18,0.12,0.18,0.04,0.13,0.17,0.04,0.17
7,Boubakary Soumaré,fr FRA,MF,26-024,22.0,18,1563.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.2,0.2,0.4,0.6,29.0,77.0,20.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
8,Harry Winks,eng ENG,MF,29-049,22.0,17,1538.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.2,1.5,19.0,101.0,11.0,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09
9,Jannik Vestergaard,dk DEN,DF,32-232,18.0,16,1391.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,0.2,3.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
10,Jordan Ayew,gh GHA,"FW,MF",33-193,24.0,15,1299.0,14.4,4.0,0.0,4.0,3.0,1.0,1.0,5.0,0.0,2.8,2.0,0.8,2.8,38.0,31.0,67.0,0.28,0.0,0.28,0.21,0.21,0.2,0.05,0.25,0.14,0.2
11,Stephy Mavididi,eng ENG,FW,26-296,27.0,14,1397.0,15.5,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.6,1.6,2.4,4.0,75.0,53.0,118.0,0.19,0.06,0.26,0.19,0.26,0.1,0.16,0.26,0.1,0.26
12,Facundo Buonanotte,ar ARG,"FW,MF",20-090,25.0,13,1323.0,14.7,4.0,2.0,6.0,4.0,0.0,0.0,7.0,0.0,3.5,3.5,2.8,6.4,37.0,47.0,62.0,0.27,0.14,0.41,0.27,0.41,0.24,0.19,0.43,0.24,0.43
13,Caleb Okoli,it ITA,DF,23-253,16.0,11,1003.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,3.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
14,Conor Coady,eng ENG,DF,32-026,13.0,10,904.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
15,Oliver Skipp,eng ENG,MF,24-188,16.0,7,779.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.2,0.3,14.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04
16,Bobby Reid,jm JAM,"FW,MF",32-049,20.0,7,639.0,7.1,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,1.2,2.0,12.0,14.0,40.0,0.14,0.28,0.42,0.14,0.42,0.11,0.17,0.27,0.11,0.27
17,Abdul Fatawu Issahaku,gh GHA,FW,21-015,11.0,6,579.0,6.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.6,2.0,42.0,17.0,60.0,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31
18,Jakub Stolarczyk,pl POL,GK,24-094,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Kasey McAteer,ie IRL,"FW,MF",23-121,12.0,4,395.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,0.9,13.0,8.0,36.0,0.0,0.23,0.23,0.0,0.23,0.13,0.08,0.21,0.13,0.21
